Id,content,Label
245,وخيتي ايجي مرحبا اما ماتحكيش في حاجات وانتي ماكش فاهمة شيء تحب تتكلم وكهو راو الفلوس الي تجي بيها ماتعملك شيء prsq الدينار الجزائري طايح دينار جزائري يجي 200 فرنك تونسيه. وخاصة الي كيفك تجي ب100 د تونسية نقظي بيها انا في نهار وانتي تحب تشري الحلو وتحوس في سيدي بوسعيد وتسكن شويا logique يعيشك ويزي من التبهليل والهزان والنفظان قتلو الياغرت غالي كان قلت لحم نقلك عادي حتى في الجزائر غالي cn كل شيء عادي غير الناس الي مايحمدوش ربي ديما يتشفعوا ومايعجبهم لعجب كيفك سيادتك,Happiness
246,المساولين التونسا حشمتهم على أرواحهم 😢هذا كان حسو😅,Happiness
247,الناس الذين خرجوا يطبلون للانقلاب هم سبب هذا البلاء منذ الانقلاب و المواطن التونسي يعصر و يطحن كل يوم و مبروك للذين فرحوا للدكتاتورية عاش الدكتاتور و تونس بدون ديكتاتور ليست تونس,Happiness
248,لباس علينا الحمد لله اش خلاك تجي سبعة مرات,Happiness
249,بلاد كان عهد بن علي لباس علينا مشاء بن علي جات السراق والخونة والمتخذلين والكذب,Happiness
250,مدام هكذا علاه رايحة لتونس 🤔,Happiness
"251,""وين عندها بش تمشي ، كل عام عندهم منحة من التبون تقريبا 100dt , وين بش تمشي؟؟ الى المغرب في الحدود تضربها ريحة دوخ متنجمش تدخل ، الى النجير او مالي الدنيا سخونة مسكينا تروح مقليا ، ليبيا فيها جهاد النكح برشا ، و من فوق فما كان بحر ، تبقالك كان تونس ، الورلا ، تجي لتونس ( تكل الغلة و تسب الملأ )"",Happiness"
252,الحمد الله تونس جتنا ازمه كي عالم لكل والحمدالله عنا رخيص وعنا متوسط وعنا غالي نشربو في حليب وياغورط ولباس,Happiness
253,أنت ماشية جاية على تونس علاه؟؟؟,Happiness
254,شنوا تونس ولاية تونس دولة تختلف كل شي حتى دزاير غالية تقارن فلوس تونس ودزاير هذاك علاش جاتك غالية برشا اما بنسبة تونسي لباس حمد الله نشرو ونسهرو وناكلو ونمشو كل مكان,Happiness
255,ما أجمل ابنتها تبارك الله ما شاء الله ❤,Happiness
256,عندي صحابي في تونس قالولي لي ماعندوش يموت,Happiness
257,اخر زيارة لتونس كانت 2008 كانت مليحة وفيها الامان درك الله اعلم يقولو غالية بكري كانت الله يبارك,Happiness
258,الدينار الجزاءري راه يعيشك غي فبلادك قيمتوا طايحة 😂😂😂,Happiness
259,😂كي الجزائر كي تونس كي المغرب كل كيفكيف كل إفريقيا و مسلمين حبسو من الفتنة,Happiness
260,واش فائدة الدينار التونسي و في بلادك ما يعيشكش نتوما قيمة الدينار عالية بسباب السياحة و توافد السياح اما انتم ما عندكمش مداخيل من العملة الصعبة من غيرها ما تنتجوا ما تصنعوا ما عندكم ثروات انتم بسباب ليبيا و الجزائر اللي بلادكم مزالها واقفة,Happiness
261,الجزائرى يمشى اى دولة وينتقض رغم حالة الفقر والباس ويتعنصر ويحقد على الاخرين,Happiness
262,ما شاء الله عليها,Happiness
263,الله يبارك بنتها عندها عينين لايوجد كثير مثلها,Happiness
264,ماشي كيفكيف باسكو الدولة الجزائرية عاملة سياسة دعم المواد الاستهلاكية لذالك هناك فرق شاسع,Happiness
265,سياحة فقراء سياحة مليون جايع شدو بلادكم مخيب مناضركم نهار و طولو تبكو و تشكو علينا ماهوش ذنبنا الي عملتكم طايحة و معندها حتى قيمة تونس اجوها عشرة ملاين سايح و لا واحد فيهم تشكى من غلاء معيشة الا انتم يا شعب طوابير حمدالله عايشين في خير و نعمة و منعانيوش من سوء تغذية كيفكم,Happiness
266,علاه تجو لتونس وتتشكاو من تونس شعب مريض,Happiness
267,زرت تونس ❤ جزيرة جربة .. انا والعائلة في الصيف اقسم بالله .. غير حطونا تاج👑_ فوق رؤوسهم_ ما شاء الله شعب تونس كي يعرفو بلي جزائري🇩🇿 👈حكومة 🇹🇳والشعب ربي يحفظكم ..🤲 رمضان على الابواب 🤲 مايجوزش الافطار بلا منتفرجو سكاتش توانسا 🇹🇳🫡💯💯💯🫡,Happiness
268,تونس بلاد الزوالي يعيشو ولباس بحذاقة النساء والقناعة ولباس,Happiness
269,ما أجمل و ما أحلى بنتها ما شاء الله ❤,Happiness
270,الله يبارك ربي يحفظكم ❤❤🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🌴🌴🌴,Happiness
271,صحيح كلامها ياسر غلا في تونس,Happiness
272,كيفاش قالت تونس ولاية جزائرية,Happiness
273,أحنا بلادنا تونس الحمد لله عايشين لباس علينا وناكلو الياغورت والڨاطو واللحم والحوت وراس أختي لباس أكبر دليل شوف المرشيات تلقاها مليانة بالتوانسة أمشي لكارفور تلقاها مليانة أدخل للمغارات اللباس تلقاها مليانة امشي للمطاعم تلقاها مليانة بالتوانسة وبصرفو والله .لباس علينا التوانسة لاكن أنتومة تشفوها غالية متقدروش تعيشو حكم دينار الجزائري طايح والدينار التونسي طالع تجيبو شكارة فلوس ورقتين بفلوس تونس 🇹🇳,Happiness
274,علا حسب سميك لي يخلصه كفكف تونس ودزير درهمهم كتر متعنا سبعة مرت بلك هما خير منا وهدي وبنتها رهم يضحكو علي تونسا هيا ورجلها دندو لي خلها تركولي معا بنتها يخدمو بن زوج لوكان جتي لباس عليك كول عام وين ركي مشي غير تونس يا لفقيرة,Happiness
"275,""اولادهم فكلاب د يبان عايشين،لباسشا عنباانا بكلش،،دخلها فراسك اوكلخ لواحد اوخر ميعرفش"",Happiness"
276,لالا يا ختي راكي تبدلي الدينار التونسي بلجزاءري ...لأنو دراهمهم غاليين علا دراهمنا يعني لازم تحسبي بالنسبة لسميك تعهم ماشي للدينار تاعنا ...تبانلي راكي غالطة كفاش راكي تحسبي نضن انو المستوى المعيشي حنا والتوانسا قريب كيفكيف,Happiness
277,مرحبًا بيك اختي و عندك الحق والله تونس غلات برشا,Happiness
278,فهمينا علاش راكي تروحي لتونس,Happiness
279,كيف ما كان يعيش الشعب الجزاءري في الثمانينات احنا نعيشوا توا في تونس,Happiness
280,و كيفاش تقول هذه السيدة ولاية تاعنا تونس 😂,Happiness
281,حوار رائع ما شاء الله تبارك الله,Happiness
282,نعمبلي اختها الله يبارك.الله.مشاء.الله.ربي.يحفظهلك.بنتك.❤,Happiness
283,في تونس كلشي غالي بزاف في الجزائر عندك لفلوس او ماكين والو الكحط الله يحفظ,Happiness
284,اي بالحق تونس غالية برشا من ناحية غذاءية خاصة نصرفو اكثر من شهرية حاجة وحيدة سمحة في تونس الي عندنا دينار مازال يقضي على غرار بلدان اخرى غلاء معيشي برشا,Happiness
285,الحمد لله ربي معانا وعايشين لباس..,Happiness
286,البنت صغيرة شابة 👍الله يبارك,Happiness
287,الأسعار غلات برشا في تونس عندها الحق المرأة كلامها صحيح و ربي يوفقها,Happiness
288,صحيح كلامها ياسر غلا في تونس,Happiness
289,عندي مدامتي تونسية تظل تقلي ارواح تونس ونتهلا فيك قلتها محال نجي ما فيها والو😂😂,Happiness
290,حنى احنا نبوس ارض تونس يا جزاؤرية تونس بخير والحمد لله لباس وبخير احنا ما عناس بطرول ولا غاز لكن عايشين بخير زالحمد لله,Happiness
291,عايشين والحمد لله لباس علينا انتم فقراء بلاد البترول وعايشين في الطوابير,Happiness
292,غالية اقعدي في بلادك وحوسي فيها الله يبارك راهي قارة من الشرق للغرب ومن الشمال للجنوب. كون جيت انا بلاصة غالية ما انروحش ليها.,Happiness
293,هذال علاش ماشين جايين علي تونس,Happiness
294,تونس مزيانة وباهية برشا برشا تحياتي من الجزائر نحبوكم بزاااف بزاااف❤❤❤,Happiness
295,🇹🇳🇸🇦🌹🫶عيدكم مــبـارڪ🫶🌹🇸🇦🇹🇳 احفاد الصحابه المرابطين والموحدين قلوب الرجال وعزة الاسلام اخواننا بتونس الحبيبه اهلنا رجال الصمود والنخوة والشهامة 🫶🇹🇳🇸🇦🇹🇳🇸🇦🇹🇳🇸🇦🇹🇳🇸🇦🫶العزة للّٰه ثم رجال الاسلام والعروبه اهلنا اخواننا التوانسه ايه نعم اي وربّٰ الكعبه يشهداللّٰه انتم رجال الصمود وغيرة وحمية الاسلام يعيشكم تحيا تونس والجزائر وليبيا دمار لدول الكفر وعزة لنا وغزة والمسلمين🇸🇦🫶🫶حبكم بقلوبنا اللّٰه اكبر اللّٰه اكبر اللّٰه اكبر لااله الااللّٰه اللّٰه اكبر اللّٰه اكبر وللّٰه الحمد,Happiness
296,ما شاء الله تلك الحي أغلى من ميزانية الجزائر المنكوبة التي تعاني من الطوابير و الجوع و الاحياء المهمشة القصدرية الهشة 😮,Happiness
297,مرا و فحلة بألف راجل 😍😍 تحية كبيرة ليك ربي يعطيك الصحة والعافية و يفرحك بالأولاد ❤❤,Happiness
298,مساكن بنات تونس كل وحدة تعرضني تقلي ما عندي والي كان جهاز المخابرات و الشرطة,Happiness
299,ما شاء الله فتاة رائعة تحياتنا من الجزائر ❤,Happiness
300,بالتوفيق والنجاح 🎉,Happiness
301,أفتخر.بالنساء.اللي.كيفك.خفيف.الروح😊,Happiness
302,ما شاء الله ملكة جمال,Happiness
303,الله يبارك على الجزائر ناس متربيا يشوفوك في لعريا يستروك راكي جدعتي يليقلك الحجاب كلا مترجعيش اقعدي تماك في تونس متسوايهاش الجزائر ياخا حالا يخا مهبول 😂❤,Happiness
304,قالت انا جزائرية ومن بسكرة 😂😂😂 وتقول برشا ههه سكان بسكرة ما يقولوش برشا هذي تونسية,Happiness
305,1 2 3 viva l'algerie تحيا الجزائر حتى واحد ما راه يهرب من الجزائر عيب عليك عيب عليك هدي بلادك اللي مات عليها مليون ونصف مليون شهيد الجزائر هي اللي ما تتشرف بوحدة كيفك ڨالك اللي ما عرفك خسرك الله يهديك يا بنتي كاين اللي يحوس على السترة والحيا واحد يحوس على لعرا والحرية الله يهدينا الله يهدينا,Happiness
306,هدي مشي جزائرية لهجتها تونسية,Happiness
307,الحرية في اللباس في تونس مايشوفوش فيك وربي مايشوفش فيك لاحول ولا قوة الا بالله,Happiness
308,صحفية تونسية تعرف بسكرة في الجنوب الله يبااارك😮,Happiness
309,الحمد لله كي حبيتي تتعراي غير بلد الجزاءر لان الجزاءر نساءها وبناتها محترمات يحبون تربية بناتهم للسترة والحياء ملي كنا صغار متربيين على السترة ليس بالحجاب انما اللباس المستور وكي عندي واحد وعشرين عام تحجبت وحدي الحمد لله بالعكس العاءلة فرحانة بيا ربي يهدي الاولياء يربيو على السترة مليحة في كل بلد,Happiness
310,تروح لتونس باش تتعرى مبروك على بوها و خاوتها و امها .,Happiness
311,هادي تهدر تونسي ماهيش جزائرية,Happiness
312,هادي تونسية ماشي جزائرية تعرفها من اللهجة,Happiness
313,هاذي تونسية بسكرة ميهدروش هكا,Happiness
314,طفلة الله يبارك بصح عندها طواليط في بلاصت الفم 🎉 💩,Happiness
315,5:43 صغيره للاسف ربي يهدي ابويها للباس الشرعي والمسوليه امام الله والعقوبه في الدنيا والاخره اذا لم يستدرك الامر,Happiness
316,رانا نحاربو في لباس التحرر و ما منعناش من الخيانة و القتل و الزنا ...ربي يهديك مزالك صغيرة و مشك مربية ع أسس باينة نهار تكبري تندمي ع هادي الهدرة,Happiness
317,ايتها الام هاذي نتيجت تربيتك في حريتها في اللباس العريان. ولم تربها على الستر. والحشمة... فأصبحتت حتى تريد ان يتزوج عليكي زوجك ايتها الام,Happiness
"318,""سما هوما ثما ماعندهم رجال ،البسي أيما الحنانة العربان منهو شادك،حنا نغيرو على بناتنا،بصح الظاهر رجالتكم ولاو كي جماعة كخة 😂😂😂 كي شغل مدولك ڨراد كي قلتي هكا ،بصحتك التشويهة مدايرينكم مضحكة برك،ربي امر بغض البصر،وامر باللباس السترة،وربي كي غضب على ابونا ادم،وامنا حواء ،كشفهم ربي ،يعني ماتفرحيش،اذا ربي خلاك تتعراي معناها راهو غاضب عليه ،فوجدي روحك ولا توبي ليه. او ربي سبحانو ماخلقناش باه نتعراو ونديرولو المعاصي في أرضو راهو خلقنا باه نكون مصلحين،ولو فسدوا الناس كامل."",Happiness"
319,مستحيل تكون من بسكرة ناسها وجوهم مش صحاح كيفك و مشمه تع فضايح ما تحشميش برك من لخر,Happiness
320,مشي بسكرية تونسية,Happiness
321,على قد ما ينقصو هاذ الأشكال من البلاد على قد ما تنظاف يا مالا بالتوفيق ليك و لأمثالك هجو و خلونا نعيشو كمسلمين,Happiness
322,الجزائر نظيفة عليك والجزيريين ميبزنسوش وحدة كيفك قلت التربيية,Happiness
323,الكل هاربين من دزاير 😂اصلا بلادي ميشرفهاش تعيش فيها وحدة كيفك,Happiness
324,اصلا ماتشرفناش وحد كيفك مكشوفة الله يذلكم,Happiness
325,ازوجي نت بتونسي علاه حتى تزوجي باباك يالملعونه,Happiness
326,هاذي وخساني مع المروك كيفكيف,Happiness
327,الجزائر ما تتشرف بوحدة كيفك بلد العز والسترة والكرامة,Happiness
328,علاه حتى يزوج باباك بتونسية ازوجي نت بتونسي,Happiness
329,عندها صاحبي تونسي عادي حابة تبقى ثمة😊,Happiness
330,متبرية منك دزاير و ملي كيفك تافهة وعقل بغلة وتزيد تكذب على بلادها دزيرية مايخطفوش لي كيفك,Happiness
331,الجزائر ماتسحقش اللي كيفك,Happiness
332,لي باغي يخرج طريق مايخرجوش في الجزائر يروح للخارج ويخرج طريق حنا ماناش زريبة راهم وراك في تونس متحجبين ومستورين روحي شوفي خارج أفريقيا مثلا فرنسا موسخة كيفك روحي,Happiness
333,حتى هيا مجنونة كيفك سارة مدام تبعاتك😮😮😢😢😢,Happiness
334,ابنتي رانا هاربين من ناس لي كيفك انت,Happiness
335,اذا فرطتي حتى في امك على لباس العريان على الدنيا السلام,Happiness
336,هاذي تونسية تخدم مع هاذ البرنامج مرتين بانت معاهم حكات قصص خلاف مرة لابسة لباس شرعي و مرة حجاب كل مرة تبدل اللوك لكن عرفتها من الصوت 😂😂😂,Happiness
337,حنا بلاد الحرمة ونيف حنا ايماننا قوي ونعرف ربي خطراه ربي في تونس مكانش اتقو الله يابشر غدوا كتقابلي ربي قلو تونس اكثر من الجزائر رانا كامل راييحن لشبر من تراب لا حولا ولا قوة بالله حتى الجزاىر متفتخرش بعباد كيفك مني ننعلك لازمك تربية,Happiness
338,شكون يخطف ربي يهديك مخلوعة في روحك ...يدورو بيك غير لحبوا يلعبو والمزبلة ... كاين لي لابسين كيفك وكثر منك بصح اغلبيتنا محترمات ومحتشمات ...وانت خيرتِ تونس وفرنسا خيرتي ليشبهوك ويمثلوك .,Happiness
339,قاتلها لحرية في لباس وكون غير تزوز أتعراي وشراه حاكمك بخصتي بروحك يابنتي...لمزيا ماتمثليناش حتى دزاير ميش ميتا عليك تفوووه,Happiness
340,أنا تونسية و نسافر للجزائر و حتى مرة ما راجل جزائري هز فيا عينو متربين ما شاء الله عليهم ❤,Happiness
341,وجه الشر هذي الطفلة وشكون هذي المهمة المقرقطة مشتاقة شبعة حابة الطلقة حتى الجزائر ما تحبش لعباد لكيفك من صغرك تحبي الطلقة يعطيك لعمى يعميك ولات جزائري عندك مش مليحة والديك ما رباوكش وجه الشر كون تروحي من لبلاد جزائر نتهنى منك ومن ليكيفك حابة تتعراي,Happiness
"342,""شكون يتحرش بوحدة كيفك🤦 بهلولة. مخلوعة، خرجت من دشرتها دارت لعجب. كون رحتي لأوربا و لا امريكا واش يصرا فيك😂😂😂. مسكينة. بهدلتي بوالديك و امك. تفوووه على تربيتك🤬 ادا تزوجتي، توقعي انو بنتك تقول لراجلك عاود الزواج، و حذاري ما تقبليش."",Happiness"
343,روحي لتونس الله لا يردك انت وامثالك الجزائر متتشرفش بامثالك عندنا الله يبارك بنات بلادنا مستورين ومتحجبين ومتديننين والحمد لله بلادنا مزالت محافظة اللهم ادمها نعمة واحفظها من الزوال,Happiness
"344,""عندها الحق ، الحريات الشخصية محترمة جدا في تونس (أنا زرتها) ، أما في الجزائر لما اخرج علما أني لست محجبة ولكن لباسي محتشم رغم ذلك ورغم أن عمري فوق 40 سنة ، اشعر ان كل الانضار على جسمي ,لكن الحمد لله لنا بيت جدي وجدتي في تيزي وزو حيث اجد راحتي هناك خاصة في طريقة اللباس"",Happiness"
345,احشمي شوية حتى في الجزائر لباس علينا الحمد لله,Happiness
346,بنتي شوفي طبيب تاع مهابل يداوي حوالك قلة التربية والأخلاق بذرة فاسدة اطفال الشيطان حابة تدخلي لرجال العاهرات والتعري و الحرية مبروك عليك جهنم,Happiness
347,ما شاء الله ما احلاها❤,Happiness
348,واضح عندها اصول تونسية,Happiness
349,تلبسي لباس المسلمات ربي يهديك,Happiness
350,لم تقل اي عبارة سيئة .. فلماذا التعليقات السلبية ... كل واحد حر في حياته ...هي تحب تونس وتحب الحرية في لباسها واحد ما يسالها,Happiness
351,والله لحوايج اللي عندنا في الجزائر حتى بلاد ما عندها من أوروبا يجوا يشروا عندنا قالتلك جوايج تونس خير من الجزائر نعلت الله عليك,Happiness
"352,""الملابس في الجزائر احسن والخيار كاين وارخس من تونس ،وهذي الطفلة بهلولة على روحها وماتمثلناش على خاطر اصلا تاع بسكرة مايهدروش تونسي ...هذي شخصيتها طمستها ودزاير ماتتشرفش بعباد كيفك ،روحي الله لا يردك ونعلبو الحرية للي كما تاع بنات تونس ."",Happiness"
353,هذي تؤكد ان الجزائر بلاد الرجال وبلاد النخوة والحشمة ويغيرو على بناتهم ونساهم مايخلوهمش يتعراو فالشارع والحمد لله على هذي النعمة حنا مسلمين وهذي لاتربية لا اخلاق لا زين لاحتى شيء وتهدر نورمال .مشي الله لا تربحك يلا انت جزايرية تحيا الجزائر ويحياو ولاد الجزاير والنساء لحراير اللي محتاشمين مشي كيفك وكيف امك وباباك اللي ماهم مربيين مارباوك,Happiness
"354,""سن المراهقة مأثر عليها وعقلها صغير بزاف وملي بدات وهي حريتي حرية اللباس هذا في واش راهي تفكر ، تفكيرها محدود ، إذا متعرفيش دينك الحجاب فرض عليك بما انك بالغة ، اللوم اولا على والديك وباينة أمك وأبوك هكذا ضد الحجاب ومع التحرر والجهل ، ربي يهدي والديك بيسك والله مرباوك تربية صالحة"",Happiness"
355,بكل صراحة انا جزائرية ونقول انو عندها الحق للاسف حنا فالجزائر منقدروش نلبسو لباس فاضح لانو فيها عقلية الافغان اغلب بنات الجزائر بالجلباب والنقاب والحجاب قليييل جدا تجد امراة فالجزاىر تلبس لباس فاضح وتبرز جمالها,Happiness
356,علمة معمر تونس وعاملين كوابير دخول يتسوقو عندنا وهى قالت لبسكم احسن راهم يتسوقومن عندنا يعنى يشرو من عندنا وزدتى انتى شريته منعندهم,Happiness
357,هذي مشي بسكرية تونسية اصلية.,Happiness
"358,""هذه فاسقة يعني ...راكم فاهمين 😅😅😅التونسية اجو يشرو كلش من الجزائر امبعد ايبيعوها اللي كيفكم ،،،تافهة الى المليون"",Happiness"
359,هذه امها تونسية على مااضن ماهيش جزائرية,Happiness
360,هذي غير شدوها عندكم في تونس مادام تحب اللباس الغير محتشم...وحسب لهحتها فهي تونسبة وليست جزائرية,Happiness
"361,""تبحثين عن العري يا أنانية ،أين حجابك يا من تبحث عن اللباس دون لبس ،ترتاح منك الجزائر الحرمية"",Happiness"
362,تجي لتونس تلبس عريان . ؟؟؟ عيب عيب ... اللباس المحترم لكل امراة. محترمة مسلمة. والاكل. العريان العريان يحط عليه. الذبان الذبان وعاش. من عرف قدره .,Happiness
363,علاه يتزوج باباك تزوجي انت بتونسي مش خير,Happiness
364,الجزائري الحر لا يهرب من بلاده ولا يحب فرنسا ولا يحب الفساد والفسق أنا جزائري نحيا في بلادي ونموت في بلادي ونكره فرنسا ونتقلق ونكره يوجعني قلبي كي نشوف إنسان ملصق علم فرنسا العدوة في سيارته أو يحمل محفطة أو يلبس لباس عليه علم فرنسا أو أمريكا الداعمة لإسرائيل لأنهم قتلت الشعب الفلسطيني اللهم انصر غزة العزة,Happiness
365,ياو روحي تقودي تونسيه و تقولها انا جزايريه. اسمعو سيناريو دوك تقوله مريضه بالجزاير. تونس فرغت تقولها عجبتني و هوما في زوج تونسيات توانسه كامل كدبين. اسمعو راهي تشمت في دزاير. امشي تقودي. جزايريه. لباسها مسطور. خبيتات روحي تقودي و هدي بديعه خبيته جيب تونسييات. وتقدمهوم جزايات,Happiness
366,لبساكرة مبروك عليكم العالمية,Happiness
367,كل من يتحدث عن الاخلاق ويرى انها في اللباس فهو جاهل كيما يقول المصري وراء كل السواهي دواهي ..الاخلاق اكبر من ذلك وليس في كيفية لباس خرقة,Happiness
"368,""من خلال اللباس و الكلام هده الفتاة يبدو أن أهلها مدلعينها بزاف،تتجرء وتقول إن في تونس تلبس كما تحب على العكس في الجزائر ،اي هراء هدا،عليك اخت وعلى اهلك أن يعودوا تربيتك من جديد،الجزائر لا تحتاج امثالك،تتجرأ وتقول إن المعيشة في تونس افضل من الجزائر ،عار عليك وعلى أهلك. ،"",Happiness"
369,تزوجيه تونسي باش تعيشي عريانة كل الباقي من حياتك خلي باباك ترونكيل يكفيه ما يعانيه منك من الأحسن أن تعيشي في تونس لا ترجعي للجزائر الجزائر ما تحتاجش وحدة كيفك إن شاء الله كل البنات لي كيفك يروحوا يعيشوا في تونس,Happiness
370,اللهجة ماهيش بسكرية...زوجوها بتونسي,Happiness
371,الله يبارك,Happiness
372,واش بيها هذي البنية عادت تهدر تونسي مسرح 😅😅😅 والبساكرة عندنا مش هكا,Happiness
373,ياواحد المنتنة حتة اللجمال والسر نتاع النساء ماعندكش يا جحشة زايد مدايرة سنسلة في سنيك الحمد لله تسعين في المائة من بنات الجزائر متحجبات ساترات اجسادهن الله يبارك فيهم,Happiness
374,دزاير يقعدو فيها غير رجال وبنات الفميلة وحدة كيفك انتي متشرفش دزاير ودزاير فوق روسنا وانتي وعائلتك متشرفوش دزاير ومتشرفوش ولاية بسكرة يا خامجة في عمرك سمانة ورايحة طيري في الجو,Happiness
375,رانا مناش نمشو عراية في الشارع كي المعيز فءىة معينة هاملة كيفك هذا اولا ثانيا في بلادك ولابسين ماعظم وعاملين القحب الكل مع السورين والصينين وغيرهم بلا ماتعلعبوها شريفات عندنا,Happiness
376,قاتلك الجزائر فيها تحرش أنا الأسبوع ماضي كنت في وهران في حي بلقايد فليل و نصف البنات لابسين لباس فاضح و الله يتجولون بحرية و لا أحد يتحرش بهم و لم أشاهد و لا عملية تحرش و جي هادي بنت كلبة تقول فالجزائر تلبس فاضح يخطفوك,Happiness
377,ما شاء الله عليها بنية صغيرة عاشقه الحياة ❤,Happiness
378,جزائريات نسكت خير .😅😅😅يعشقو حاجة اسمها تونسي و حقيقة ياسر سخان,Happiness
379,ربي يحفظك ويسترك بنيتي ومرحبا بيك في تونس راهي بلادكم وانتومة ما شاء الله عليكم .دزاير وتونس خاوة خاوة 🇹🇳❤️🇩🇿🙏🤲🤲🤲,Happiness
380,ملا ابقاي الثم القاي كاش تونسي ياخذ حتي الدزاير كبيرة عليك مش محتاجة وحدة كيفك الطيح في بلادها قدام البرنية وهي فرحانة بالروحها,Happiness
381,كيفاش تاكل ماكلة تونسية منغير هريسة,Happiness
382,أيا خويا كي تعرف عند شكون تاكل وقتها روح لتونس و قيم أكلها ماشي اللي يجي تاكل من عندو و بهدا تقول ماشي بنين أكل تونس معروف ببنتو,Happiness
"383,""عنابة في التاريخ كانت تونسية ، عنابة أخذت كل شي هلعن تونس اخي الكريم ، تونس قديمة برشا"",Happiness"
384,يا خنت من تونس ولا من الجزائر حبيت نفهم قصدي يا خنتان انت انت انت انت من الجزائر ولا من تونس حطوا لايك ربي يعيشكم,Happiness
385,وين هاذ لبلاصة في تونس,Happiness
386,لكن تجربتك في فريكاسي وشباتي تنقص شي وهو الأهم للمواطن تونسي هريسة …بدون هريسه ماهيش بنينة,Happiness
387,الله يبارك فيكم خوتنا في تونس نتوما ناس ملاح و نحبوكم و تحبونا خوت ديما خاوة خاوة ما نكذبش عليكم نحب توانسة كثر من المغاربة,Happiness
388,يعيشك مرحبا بيك خويا في تونس❤🇩🇿🇹🇳,Happiness
389,ههه انت. ما عندكم اكل يصلح اصلا احسن اكل الاكل التونسي انتو الحلويات عندكم حلوة,Happiness
390,معندكم شي كل شي مسروق من تونس والمغرب اكلكم,Happiness
391,الاكل تونسي مش طيب مشي حالك 😂,Happiness
392,بريك عنابي وتونسي مش كيفكيف,Happiness
393,البريك تونسي ١٠٠% وراو فما برشا اكلات اخذوها الدزيريه من تونس.,Happiness
"394,""لا أشاطرك الرأي أخي،أنا جزائري لكن الساندويتش التونسي لا يعلى عليه. لعلك تزور تونس لأول مرة و لم تزر عناوين جيدة.تهلى في روحك بالتوفيق أخي"",Happiness"
395,تحياتي لأهل تونس والله غير ناس ما شاء الله ✨ 🌹 🎀,Happiness
396,متربي الله يبارك ❤وعاقل ❤تحيا الجزائر🇩🇿😭❤,Happiness
397,الله يبارك الشبوبية والحطة والفحولية باينا تاع تزيري,Happiness
398,الله يبارك رجلا ونيف خموس على ولاد بلادي احبكم جزاءريه من القلب,Happiness
"399,""انا اطول منك 193 و روجي و بوقوص عليك بزاف, و جامي فكرت كيفك 😅 و الله غير داب كبير صح, بهدلنا ياربك"",Happiness"
400,أنا جزائري ولا أحمل معي الحقيبة أو الصاكوشة التي تدعي أنت أنها تميز الجزائري عن التونسي . كلامك تافه جدا وليس له أي معنى وأنصحك بالكلام عن نفسك وعن أمثالك فقط لأن هناك جزائريون متواضعون مثلي يحترمون تقاليد البلد الذي يستضيفهم و يملكون من العلم والثقافة ما يمنحهم الحب والاحترام والتقدير . الشخص يتم تقييمه بأخلاقه وتهذيبه ومستواه التعليمي والثقافي وليس بالمال واللباس والحقيبة التي كرهتني فيها بحديثك الفوضاوي . الله يهديك ويهدي من مثلك الذين يظنون أن مظهرهم المزيف يمنحهم مكانة أحسن من غيرهم .,Happiness
401,لوكان غيالمغاربة قاع ملاح كيما هاد المقدم الله يبارك وتحيا الجزائر 🇩🇿,Happiness
402,انا تونسي ايقول في الحقيقيقه برافو عليك راجل الصراح راح شكرا للجزاءر وتعيش الجزاءر وانا اعيش في إيطاليا كلنا معاه راجل بصح,Happiness
403,والله غيرت نظرتي للمغاربة الله يبارك فيك خويا وانا من اليوم االمغاربة والجزائريين خاوة خاوةخاوة,Happiness
404,الله يبارك على الجزاءري الرجلة والنيف,Happiness
405,انا قبايلية من تيزي وزو نقول الله يبارك على خويا وليد بلادي شحال يعرف يهدر . مثقف أثيحرز ربي,Happiness
406,مستوى متخلف حتى في بلاد الناس ينتقد و يطلق أحكام على المرأة و لباسها مكبوتين اينما ذهبو اطلقو تخلفهم و رجعيتهم,Happiness
407,الله يبارك على وليد البلادي ثقافة وتربية ماشاء الله,Happiness
408,الله يبارك خويا المغربي تربية وظرافة ونظافة و هدرة بالفووور❤❤❤ تحية من خوك جزايري❤❤❤,Happiness
409,الله يبارك خويا,Happiness
410,انت المغربي ما شاء الله عليك والله,Happiness
411,انا جزاىءري ونقولك الانسان لايقدر بالمظهر واللباس والساكوشة التي يتكلم عنها هذا الشخص !؟ بل الانسان يقدر بالتربية والاخلاق والشهامة والتواضع وحسن المعاملة . احترم كل البشر مهما كانت صفاتهم والوانهم ولا داعي لانتقاذ عادات الشعوب الاخرى خاصة تلك التي تستضيفك . احترم نفسك وغيرك يحترموك .,Happiness
412,الله يبارك اعليك تحية ليك من الجزائر من القبائل الكبرى,Happiness
413,الله يبارك عليه وراني حبيتك يا مغربي❤❤❤,Happiness
414,وليد بلادي رجلة و فحل الله يبارك ربي يرزقني بلي كيفك,Happiness
415,تحيا ليك والله حبيت لمغرب منك ومن الناس لحلوه كيفك انا من الجزائر تحياتي,Happiness
416,الله يبارك واش لبنات راكم كيفي عجبكم صاحب القناه 😅😅😅😂😂😂,Happiness
417,حتى أنت المغربي ما شاء الله عليك,Happiness
