id,content,label
608,جماعه انا تعبان قوي مش قادر اعمل حاجه و لا قادر ارتاح ولا قادر اشتغل و عندي قلق بالله عليكم حد يساعدني انا تعبت قوي مش فاهم إيه ده أرهاق و قلق انا كنت ف فترة امتحانات الثانوي و قسمت المواد امتحنت الأحياء بس و بالله عليكم محدش يقولي يعني انت عملت إيه على كده و مش عارف إيه انا واثق اني هقدر أذاكر الاربع مواد عشان بقيت فاهم بتتلعب ازاي بقيت فاهم اللعبه دلوقتي انا عايز اخطط لهدفي اللي أجلت عشانه من الاول الهدف محتاج شغل و كل اللي حوليا شايفني مش هقدر و انا بحلم بس انا نفسي اوصل لهدفي عايز اخطط مش قادر و غير ده كله انا وصلت لمرحله حلوه ف الدين انا و في فترة الامتحانات كنت بستشعر القرآن و بستشعر الذكر كنت مبسوط ف عز الضغط و التوتر كنت بدعي و دعائي يستجاب الحمدلله بس فجأه عملت ذنب كنت واخد عهد على نفسي اني مش هعمله و عملته هو مش حاجه كبيره عشان دماغكم متروحش بعيد بس انا حاسس أني نقدت العهد مه ربنا ف ربنا بيعاقبني فا حرمني من لذة الطمأنينة و السكينه اللي كنت فيه حرمني من لذة فهم و تدبر القرآن انا من كتر ما حبيت تدبر القرآن قررت أني أبدأ حفظ عشان انا حرفياً اتكسف اقول للناس السور اللي بصلي بيها بقالي سنين و نفسي كنت اجرب اصلي بيآت غيره اللي انا حافظه ف قيام الليل عشان اتدبر و هيكون الموضوع حلو قوي نفسي اجرب الشعور و كنت مقرر أبدأ ف دراسه الدين أكتر كل دي حاجات عايز اعملها ده غير الحاجات اللي محتاج اعملها عشان خاطر هدفي و عايز أبدأ اتمرن عشان عايز أظبط جسمي و عايز أتعلم مهارة تدخلي فولس عشان حالتنا الماديه بقيت صفر حرفياً انا حالياً لا قادر استريح من القلق و لا قادر اشتغل من التعب والله تعبت تعبت مش قادر حاسس انا مهدود مش قادر حته أرفه عن نفسي يا جماعه ارجوكم ساعدوني تعبان قوي مش فاهم إيه ده و حته ف فيديوهات عن المنتل هيلث لي أندرو هيبورمان عايز اسمعها مش قادر سلسه اسمها فقه النفس عايز أبدأ فيها مش قادر و انا بقيت عدواني بشكل غبي بفتعل مشاكل بشكل متخلف مش فاهم إيه ده و كل اللي حواليا بقيو كارهين يقعدو معايا أو حته يتكلمو معايا حته أهلي دي أكتر حاجه بخاف منها و بخاف تحصلي أن الناس تكرهني بس انا بقيت اتكره فعلا بقيت قعدتي لا تطاق انا مش كده والله انا محتاج ارتاح بس ارتاح و حته دي مش عارف اعملها,anxiety
609,تقرير تأهب إسرائيلي لطرح اقتراح جديد بشأن صفقة الأسرى والمساعدات وسط قلق مصري وتحذيرات من خطة التهجير,anxiety
610,تقرير تأهب إسرائيلي لطرح اقتراح جديد بشأن صفقة الأسرى والمساعدات وسط قلق مصري وتحذيرات من خطة التهجير,anxiety
611,انا عايز اتعلم مهارات واشتغل كفريلانسر بس عندي قلق لما اوصل لسن الاربعين والخمسين هو الفريلانسر بيشتغل ايه في السن دا وهل بيقعد يشتغل لغايه سن معين ولالا,anxiety
612,انا عندى فيتش ايدين البنات و كل بما اشوف بنت اركز فى ايدها و بقلق ان تفتكر ان عايز اسرقها او اتحرش بيها و عايز حل ان ابص عادى و برحتى من غير قلق,anxiety
613,لو حد عنده تروما او اضطراب قلق او بيتعالج من قلق بادوية او ثيرابي انا عندي اضطراب قلق اكتشفته من شهور وحابب اتعلم واشارك تجربتي مع حد عنده نفس المشكله انا باخد ادوية للموضوع دا وساعدتني بشكل كبير جدا بفضل الله الحمد لله وبنصح بيها ولو حد بيفكر في الموضوع دا ممكن يكلمني هنا او برايفت وبو حد بياخد ادويه وحابب بس يحس انه مش لوحده انا موجود انا مبرمج مش دكتور وبرضو انا حاسس ان جزء من مشاكلي جذوره اساءات والديه من الطفوله مع اني علاقتي معاهم جميله دلوقتي الحمد لله لكن اثار اخطائهم لحد دلوقتي لسا موجوده ودي الحاجه اللي لو حد عمل تقدم فيها وحابب يساعدني او يشاركني اكون ممتن ليه للعلم نوع القلق اللي عندي اضطراب قلق معمم عشان لو حد عنده نفس التجربه وحابب يشارك,anxiety
614,قلق كبير في نيويورك صعود زهران مامداني الاشتراكي يصطدم بقادة الأعمال بانتخابات البلدية,anxiety
615,لو حد عنده تروما او اضطراب قلق او بيتعالج من قلق بادوية او ثيرابي انا عندي اضطراب قلق اكتشفته من شهور وحابب اتعلم واشارك تجربتي مع حد عنده نفس المشكله انا باخد ادوية للموضوع دا وساعدتني بشكل كبير جدا بفضل الله الحمد لله وبنصح بيها ولو حد بيفكر في الموضوع دا ممكن يكلمني هنا او برايفت وبو حد بياخد ادويه وحابب بس يحس انه مش لوحده انا موجود انا مبرمج مش دكتور وبرضو انا حاسس ان جزء من مشاكلي جذوره اساءات والديه من الطفوله مع اني علاقتي معاهم جميله دلوقتي الحمد لله لكن اثار اخطائهم لحد دلوقتي لسا موجوده ودي الحاجه اللي لو حد عمل تقدم فيها وحابب يساعدني او يشاركني اكون ممتن ليه للعلم نوع القلق اللي عندي اضطراب قلق معمم عشان لو حد عنده نفس التجربه وحابب يشارك,anxiety
616,لو حد عنده تروما او اضطراب قلق او بيتعالج من قلق بادوية او ثيرابي انا عندي اضطراب قلق اكتشفته من شهور وحابب اتعلم واشارك تجربتي مع حد عنده نفس المشكله انا باخد ادوية للموضوع دا وساعدتني بشكل كبير جدا بفضل الله الحمد لله وبنصح بيها ولو حد بيفكر في الموضوع دا ممكن يكلمني هنا او برايفت وبو حد بياخد ادويه وحابب بس يحس انه مش لوحده انا موجود انا مبرمج مش دكتور وبرضو انا حاسس ان جزء من مشاكلي جذوره اساءات والديه من الطفوله مع اني علاقتي معاهم جميله دلوقتي الحمد لله لكن اثار اخطائهم لحد دلوقتي لسا موجوده ودي الحاجه اللي لو حد عمل تقدم فيها وحابب يساعدني او يشاركني اكون ممتن ليه للعلم نوع القلق اللي عندي اضطراب قلق معمم عشان لو حد عنده نفس التجربه وحابب يشارك,anxiety
617,قلق عندي قلق وخوف مستمر من فقدان البصر بعد عمليه انفصال الشبكيه . افكر ب مستقبلي وعملي وحياتي وهذا الشي يأثر على صحتي يوميا . احاول اهدي نفسي يوميا ان الأمور بتصير بخير وعيني بتتحسن . اراجع الدكتور شهريا من بعد ماسويت العمليه ب عيني الاولى فقدت الشوف فيها ولكن بعد العمليه رجعلي النظر شوي وصرت اشوف الوان وملامح لكن بضبابيه عاليه ، ومادري إذا بيتحسن اكثر من كذا ، آخر مراجعه لي مع الدكتور بلغني ان عيني الثانيه اللي هي كانت سليمه صار فيها تاثر ولازم نبدا بالعلاج واذا مافاد ممكن نحتاج نسوي العمليه . الخوف انه لو اضطريت وسويت العمليه وانا بالعين الاولى لسى ما استشفت ، كيف راح اقدر أشوف .,anxiety
618,قلق بتعيشوا ازاي مع القلق ، يعني ازاي بتقدروا تصحوا و تمشوا يومكم عادي وتعرفوا تتكلموا مع الناس ، انا في ايام بتعدي عليا بحس اني مش قادرة اتنفس ولا عايزة اتحرك من شدة القلق للعلم انا بصلي عادي و بقرا ما تيسر من القران و بهدى بس بيجي عليا لحظات ببقى نفسي عمري ينتهي دلوقتي من شدة القلق مع طبيعة شغلي اني بنام طول المعار و اصحى طول الليل بحس ان ده بيزود الموضوع,anxiety
619,قلق مابعد الامومه؟ من يوم ماجبت بنتي واحس اني انا مو نفسي. اعرف انو طبيعي تغيير كبير سار لحياتي بس سرت متعلقة في بنتي وما اتحمل ما تكون معايا لفترات طويلة. موضوع الوظيفة اجلتو عشانها ولما بسيبها لفترات ما اقدر اسيبها غير عند زوجي او امي. هل دا الشي طبيعي ولا اروح اتعالج؟ كل الناس يقولولي اني ابالغ. بنتي عمرها ٧ شهور وانا عانيت في حياتي من التعلق المتوتر طبعاً غير الناس الي مابيحترمو رغباتي في تربية بنتي فممكن دي الاشياء زادت في موضوع تعلقي فيها؟,anxiety
620,هل هو اكتئاب؟ ياخي صاير ما احس بطعم شي اشتهي القهوه وادور اطلق مكان واكلم العيال ثم لا تقهويت ما احس بالمتعه اللي كنت احس به زمان وغيره كثير امثله احس الحياة صايره فكوك اقوم عشان اسوي مثل امس وارجع انام قبل امس كتبت بصب القصمان اني ابي اقابل شخص عشوائي اتقهوى معه بس زعلوا علي وحذفوا البوست,sadness
621,ليش اغلب الناس يلي هنا عندها اكتئاب؟ اش الأسباب يلي تتوقعها وصلتك لحالة الاكتئاب هذه؟,sadness
622,الناس الي تاخذ مضادات اكتئاب و قلق ايش تغير معاكم بالعلاج؟ بكمل ايام وانا اخذ مضاد اكتئاب واحس بنوع من التبلد اكثر من اول ماني عارف اوصف حالتي او التغيرات الي قاعده تصير,sadness
623,اكتئاب ما بعد الميدل بيست هل انا الوحيد اللي امر بهالحالة ؟ من بعد ما رحت هناك وشفت الناس نقدت على نفسي وقلت انا وش جابني ؟ حسيت هذا اني ارقى من المكان وما اقدر اتصنع الخفة والمطامر والجموح وغير كذا وانا بينهم تذكرة طفولتي المحافظة اللي كنت دايم اكرهها وقلت كيف انتهى بي المطاف بين ذا الملحجة او المتحرشين او المدمنين المختصر هل فيه احد كان متحمس وبعدها اكتشف انه بالمكان الخطأ ؟,sadness
624,النجاة من الاكتئابالإنتحا السلام عليكم ورحمة الله وبركاته. حبيت اقولكم قصتي باختصار عن كيف تخلصت من الاكتئاب لعل الناس يتسفيدون. يا إخواني واخواتي أنا من تقريبا كان عندي اكتئاب شديد وما اعرف شو معنى الحياة واحس الدنيا ابيض واسود وضيق شديييييييد. وطبعا حبيتلي بنت في المدرسة واستوا الي استوا وما استوينا ويا بعض وربيعي خذاها مني وكله ضيق على ضيق وكاره كل حد والدنيا وفيني مشاكل عصبية وافكار انتحار وبلاوي ما تخلص يا ناس والله ما تخلص. والله من بعد ما بديت أتعلم عن الدين اكثر واتعلم واطبق واحافظ عالفرايض وأكثر طاعة واترك محرمات يا ناس حسيت بالحياة وشعور مب طبيعي. كل شي حويليني تعدل والله. والكل يحبني الحين أنا حاليا عمري . والله يا ناس يا مسلمين ارجعوا إلى خالقكم والله الدنيا قصيرة وما تسوا والله العظيم الواحد يخاف على عمره يا ناس توبو وكل ما تذنبون توبو وتوبو. والله أنا اخطائي كثيرة بس الوحد يتوكل ويحاول ويرجع لربه. الله يجمعنا في الفردوس قولو آمين . بعد ادعوا انه أتزوج وانا صغير لانه الوضع خطير حاليا,sadness
625,هل تقبل تتزوج وحدة عندها اكتئاب شديد؟ سلام عليكم انا بنت عمرها ٢٤ وتفكر في الزواج بس عندي مخاوف بخصوص حالتي النفسية انا اخذ ادوية واخذت كثير جلسات علاج من ثلاث سنوات ولي ٧ محاولات انتحار في خلال ١٢ سنة درست الجامعة بتخصص صحي وانتهيت من الامتياز و اتوظفت وخرجت من الوظيفة انا حرفيًا مو كئيبة ولا منعزلة ولا بليدة بالعكس مرة حساسة والافكار الانتحارية تجيني بس لمن ادويتي تتلخبط سرت كدا بعد العلاج حبيت اوضح عشان الأفكار التقليدية عن الموضوعباقي الشهور انا كويسة نعم تغيرت بعد الاكتئاب وفي اشياء ما قدرت اسيطر عليها زي موضوع اني ما اقدر اقوم بالمهام المنزلية من تنظيف وترتيب لازم استعين بشخص خارجي واحيانًا اذا مافي حافز او شخص اقوم من السرير عشانه ما اتحرك، اتكلم اضحك اسوي كل شيء بس ما اقوم من السرير بدون حافز انا عندي رغبة كبيرة بالشفاء ومحاولاتي وطرقي للعلاج كثيرة وكل ما يأست ارجع من جديد واوقات كثير كان بدون دعم من الأهل بس انا من حالي لحالي قاعدة احاول لكنه أمر الله وابتلائه الله يجعل فيه الخير و المغفرة يارب انا اعرف اني استاهل زوج محبة وعيشة طيبة لكن اخاف موضوع مرضي يأثر على فرصي في الزواج ملاحظة مهما كانت الطريقة اللي عرفت فيها الشخص ومين ما كان ١٠٠٪؜ ح اقوله عن مرضي من البداية حتى ان كنت بهالطريقة ح اضيعه من يدي، لأن هذا مرض وما يجوز الغش في مثل هاذي الأمور تكون الصورة عنده أوضح وعنده فرصة أكبر لو اختار انه ما يكمل ويكون ما اتعلق فيني لكن هل اصلًا في احد رجل طبيعي ح يقبل؟ ولا هاذي دايمًا ح تكون أزمة؟ أتمنى تشاركوني ارائكم بكل صدق شاكرة لكم اي احد في حاجة لشخص يساعده لبدء رحلة العلاج من هذا المرض او محتاج شخص يسمع له بس انا أرحب فيه، شافاكم الله وعافاكم,sadness
626,هل هذي اعراض اكتئاب ولا مرض نفسي؟ السلام عليكم، انا عمري ٢٥ الحمدلله ملتزم، بدت هالاعراض تصير قوية من عمر ال١٩ تقريبا، عندي مشكلة التفكير المفرط، صدمة نفسية عاطفية كفختني طراقات بنفسيتي اولا و بصحتي ثانيا، تحولت من رياضي و فلاوي، الى شخص هزيل و كئيب، الاعراض لي هاليوم موجوده للاسف و تشنجات بالاطراف، نغزة جنها كهربه صوب القلب بدون سبب غالبا بالليل، عوار بنفس المنطقه بالليل، دوخه قويه و هبوط لدرجة ريولي ما تشيلني باي وقت و اي مكان، افز من نومي اكثر من مره تقريبا كل يوم على نبضات قلبي اللي سريعه بشكل غريب جني كنت قاعد اركض، و الشي اللي استحي اقوله و محد يعرفه الا اقرب ربعي اني اخاف اطلع اماكن بعيده عن البيت، اخاف من الليل، اخاف من الوحده، ما احس بخوف غريب، بشكل عام هالاعراض تزيد حيل بالليل او بالاماكن البعيدة. شكثر خذتني اسعاف من البيت يمكن كل شهر. تشوفني بالصج كلش ما يبين علي بس من داخلي شي ثاني. حياتي اجتماعيه و محد يلاحظ هالمشكله الا اهلي و ٣ من ربعي. راجعت دكاترة بالحكومة و الخاص، قلبي سليم الحمدلله، مافيني مشاكل ضغط ولا سكر، واضح المشكلة نفسيه، تعرفون احد جذي؟ اكثر من ٦ سنين اعاني و تعبت.,sadness
627,الاخبار دي المفروض تفرح بس بتجبلي اكتئاب بيجيلي اكتئاب لما بشوف الاخبار دي اليومين دول علشان حرفيا المقاومين في غزة مبقاش معاهم غير السكاكين علشان يدافعوا بيها عن نفسهم و بيجيلي اكتئاب اكتر لما افتكر عدد الذخائر والدبابات و الطيارات اللي مع المسلمين النهاردة و مع ذلك في مجموعة مسلمين بيحاربوا بالسكاكين تفتكرو فيه امل الناس دي تسامحنا في يوم من الايام ولا خلاص كدة؟,sadness
628,هي مفيش ناس عندها اكتئاب ما بعد التخرج,sadness
629,رسمتها لما كان عندي اكتئاب بقلم فلوماستر اسود عادي من العلبة اللي فيها ٦ الوان ب ١٠ جنيه الفكرة اني كنت عاوز افضفض بس بدل م اكتب او اكلم شخص معين لاني فقدت الثقة ف من الناس حوليا لانهم كان بيفشوا سري و دا واحد من اسباب الاكتئاب اصلا .. حاول متبصلهاش ككتلة واحدة افتح الصورة واقرأ الرسمة سطر سطر,sadness
630,اكتئاب ليه حاسس ان معظم الناس مكتئبه وتايهين,sadness
631,اكتئاب مفاجئ مثقل دم الاكتئاب المفاجئ رفهو عني,sadness
632,؟ لينكيد ان بيشجعك ولا بيجيبلك اكتئاب,sadness
"633,""دخلي حوالي ١٠,٠٠٠ دولار في الشهر في الأغلب هندم علي البوست ده، او هتشتم كتير، او هيتم التشكيك فيا... بس هكتبه من اكاونت جديد، يمكن في حد فعلًا يستفاد من ده... زي ال كده ما بيقول، انا بشتغل اونلاين من حوالي ١٣ـ ١٥ سنه انا ٣١ سنة واه بدأت بدري نيك. طبعًا في البدايات دخلي كان بيبقي صفر، ٥٠ دولار، او ١٠٠ دولار... وأفضل الشهور كان بيبقي ٥٠٠ دولار... فوقتها طبعًا ده كان كويس جدًا، كنت بساعد في البيت، وبدفع مصاريفي ودروسي والحاجات دي، بس اخل ٧٨ سنين دخلي زاد بشكل كبير فشخ، واخر ٤٥ سنين مثلا دخلي حوالي من ٧١٢ الف دولار في الشهر، شغلي كله من البيت، اونلاين، وكله بره مصر والعرب انا ليه كاتب البوست ده؟ عشان لو حد بيفكر هل الشغل الأونلاين بيجيب فلوس ولا لأ. يتأكد ان اه. ولو حد مش عارف يبدأ يتعلم حاجة ولا لأ، يتأكد ان اه ابدأ اتعلم. طيب ابدأ اتعلم ايه؟ مش هتفرق، بجد مش هتفرق، كل المجالات فيها فلوس وفلوس كتير. فيديو ايديتنج، برمجه، ماركتينج، سايبر سيكيوريتي، كريبتو، الخ فمتسحلش دماغك، مفيش مجال هيكون هو ده السر في نجاحك، اختار المجال اللي تقدر تقعد تتعلمه، انا مثلا بكره الديزاين، مقدرش اقعد اختار الوان والحاجات دي ١٠١٥ ساعه في اليوم، ف اه هبعد عن الديزاين، لكن مش عشان مفيهوش فلوس. بس عشان مش حابه فلو اختارت المجال ده لمجرد ان في ناس تانيه بتعمل منه فلوس، هفشل فشل زريع. مش هقدر اطور نفسي فيه ابدًا. ومتفكرش ان لا اكيد لو في فلوس هتعلم اي حاجة لأ، ده هيبقي في الأول بس، بعدها هيجيلك اكتئاب... لأننا بنتكلم انك تبقي ده معناه ايااام بدون نوم، وتعب كبير. فلازم علي الأقل يبقي في حاجة مستحمل تسمع عنها. فنصيحتي ليك انك تختار المجال اللي تقدر تقعد تشتغل وتتعلم عنه ١٠ ساعات في اليوم، المجال اللي تقدر تبقي مميز فيه. لأن مش معني ان الفلوس موجوده انها سهله، واي حد هياخد كورس هيعمل ١٠ الاف دولار، لأ. لازم تبقي شاطر، وشاطر جدًا. بس مش شاطر بس في مجالك، لأ ده مش كفايه، هل انا محتاج ١٣ سنة عشان اعمل الفلوس دي؟ لا طبعًا، انا كنت صغير، ومحدش بيقولي اعمل ايه، ومكنش في كل المعلومات دي اونلاين والكورسات وال فأغلب السنين دي انا بحاول، ومن الاخر بستهبل لكن مجرد ما خدت الموضوع جد، في اقل من سنة كنت بعمل مثلا ١٠٠٠ دولار في الشهر ازاي عديت ال ١٠٠٠ في الشهر؟ لحد من ٤ سنين مثلا قبل ما دخلي يزيد فشخ، كنت بعمل حوالي ٢٠٠٠ في الشهر، عارف ايه اللي اتغير؟ بطلت ابقي فريلانسر، بطلت اعمل شغل للناس واخد فلوس مقابل ده، وابتديت ابقي انا البيزنس اونر، وابيع انا منتجاتي، وانا ا ناس تشتغل تحتي، واعمل اعلانات، الخ ساعتها بس دخلي زاد بشكل كبير... هل ده معناه بلاش تبقي فريلانسر؟ لا طبعًا. دي اول حاجة لازم تبدأ بيها... دي اللي هتجيبلك فلوس عشان تقدر تستثمرها تاني في كورسات اكتر، وتطور من نفسك... ودي اللي هتديك خبره اكتر في مجالك وتطورك... بس لو فضلت تطور نفسك فقط في مجالك، دخلك هيقف. يعني لو انت مبرمج مثلًا، مينفعش تفضل طول وقتك بتتعلم برمجه وتطور نفسك في البرمجه... ده مش كفايه، لازم تبدأ تتعلم , , , بس فكك من بتوع هلس التنمية البشرية والحاجات دي... خليك في الكتب، ممكن مثلا تسيرش علي واقرا الكتب اللي هتطلعلك... اهم حاجة تتخلص من فكرة في كتاب سحري هو اللي هيعلمني في مجال سحري هو اللي فيه فلوس في معلومة سحرية لو عرفتها هبقي غني كل ده هيعطلك، انا معتقدش في حاجة في اللي انا بعملها سر او محدش يعرفها. الفكرة بس اني بطلت افكر وبطلت ادور علي السر واشتغلت، كتير، اوي... , . حاليًا انا دخلي حوالي ١٠ زي ما قولت، وفي خلال ٣ شهور اتوقع هيوصل ل ٣٠ ومش انا بس، انا ليا صحابي كتير فشخ، بيعملوا ارقام شبه كده او اكتر، اللي هندي، واللي من الفلببيين، اليمن، وكل الدول اللي ممكن تتخيلها... هل انا كاتب ده عشان اتمنظر مثلًا؟ لأ، لو كنت عايز اتمنظر، كنت هكتب من الأكاونت بتاعي، او اكتب ده علي الفيسبوك،. بس محدش فيكم يعرفني، ولا انا اعرفكم. بس انا كاتبه عشان بجد اوقات كتير بنبقي محتاجيين نسمع الحاجات دي، وانا اللي خلاني ابدأ الرحلة دي، كان بوست زي ده... انا ليه مكتبتش انا بشتغل ايه او بعمل ايه؟ عشان مش عايز حد يحس ان هو ده المجال اللي فيه الفلوس بس، ايه الأثبات اني بعمل الأرقام دي؟ ولا حاجة، فعلا مفيش اثبات ينفع اقدمه، هيخليك تصدق لو انت مش عايز تصدق. انزل سكرين شوت؟ عادي ناس هتقول فوتوشوب واه عادي بتحصل انزل فيديو؟ نفس الكلام بس انا معنديش سبب يخليني اكدب، لكن لو انت مش مصدق، حقك. هل اقدر اساعدك؟ اكيد لو محتاج تسأل علي حاجة اتفضل في الكومنتات، بس انا معنديش اي حاجة ابيعهالك، معنديش كورس تشتريه، مش بشغل فلوس حد، مش باخد فلوس من حد، مش بقابل حد. ولو عرضت عليك اي حاجة من دول، يبقي الاكاونت اتهكر وده مش انا، لول. اخر شيء، اسف لو البوست مش منظم، انا مفكرتش قبل ما اكتبه، وأكيد اي حد عنده سؤال، يتفضل"",sadness"
634,كيف عالجتخففت مشكلتك النفسيه قلق،اكتئاب،الخ تعبت من التفكير والقلق احتاج حلولكم,sadness
635,بقالي كتير عندي اكتئاب شديد ومش مهتم بحاجة، فكنوع من انواع التعافي هنشر حاجات كنت بكتبها او الصور الكنت بصورها، كل يوم صورة مثلا ودي أول صورة هشاركها,sadness
636,طالبه معايا اكتئاب عاوز اكتر فلم بقيت مكتئب بسببه,sadness
637,هل دخلت ف اكتئاب؟ حياتي ممله رتيبه، عاطله و غير متزوجه، ايامي تتكرر بدون اي شي مثير للاهتمام لدرجة اني الخبط بالايام لان كلها واحد، شخصيتي بدأت تميل للغضب و السخط، امسك نفسي في كثير من الاحيان و انعزل في غرفتي، صبري اصبح قليل، حتى لو ابي اجرب شي جديد لا توجد ماده. اتقوقع على نفسي لفترات طويله كل شيء ممل، المسلسلات ممله و الافلام كذلك. او اني فقدت الشغف؟ هل من حل؟,anger
638,اقولهم في الكشف الطبي اني عندي اكتئاب وباخد ادوية ليه ولا لاءة انا الكشف الطبي بتاعي الشهر ده وانا باخد ادوية اكتئاب من شهر يونيو فادلوقتي لو الدكتور سألني لو انا عندي حاجة اقوله انه عندي اكئتاب ولا لاءة اصل انا قلقان اقوله لاءة وبعدين ادخل الجيش واقولهم اني باخد ادوية اكتئاب وبردو قلقان اقوله اه ويدخلني في حوارات اني بمثل عليهم وبتاع علشان اخلع لأني سمعت حوارات عن الموضوع ده عن ناس قالوا انهم عندهم اكتئاب وافتكروا انهم بيمثلوا.,sadness
639,ليش الرياض تجيب لي اكتئاب احياناً احيانا احس الحياة في الرياض عبارة عن مقاهي ومطاعم، نفسي يوم أتمشى في الرياض وانبسط بدون ما أروح كوفي او مطعم والله صدق مكتئبة من الروتين حقنا في الاستمتاع بالحياة مين يحس بنفس معاناتي؟,sadness
640,الناس الي كان عندها اكتئاب ومكنتش شايفة امل ايه قصص نجاحكو؟ صباحو مساءو للي بيقرا باليل عندي اكتئاب وافكار انتحارية مكملة معايا اديلها سنين وحاسة اني في طريق مسدود ومش شايفة اي تحسن او ان حاجة تتغير تغيير جذري. حابة اعرف قصص ناس متشخصة باكتئاب او اي حاجة في المستوى دا وطلعت منه عملتو دا ازاي وايه قصتكو؟ احكو بالتفاصيل عشان حاسة اني محتاجة ا لحد وان دا هيساعدني في رحلتي للتعافي بشوف ثيرابيست وباخد مضادات اكتئاب وقلق,sadness
641,اكتئاب معرفتش اتجوز اللي بحبها,sadness
642,مسبب لي اكتئاب هالفتره تعديل تم انقاذ القطه والان في العمليات ادعو لها عندها حالة اجهاض وموت الجنين بداخل رحمها انا من طبعي اي حيوان اشوفه تعبان اخذه دايم واعتني فيه حاليا تزوجت وزوجي مايقصر ابدا ويدعمني في انقاذ الحيوانات لكن هالايام ظروفنا ماتسمح وانا عندي هديه من امي فلوس بدل لا اخبيها كان وودي انقذ فيها قط شفته وانا امشي بالحديقه شبه ميت وقلبي ماقدرت لا انام ولا اكل قلبي معاه دايم احس ربي مسخرني للحيوانات كانه يرسلهم بطريقي لكن ظروفي ماتسمح اللي اطلب انكم تخففون علي مشاعري او ااحد يعرف احد مثلي يقدر ينقذ هالفتره ارسله القطه,sadness
643,غلطتتتت وحكيت لاهلي انني مكتئب وكنت اوخذ دوا اكتئاب الله يوخذني لحظة ضعف ونرفزة وشرفي ولا صرلي اربع سنين ما بعرفو اشي عنني شكلي حندم عليها طول حياتي بس بلشو يقرفو عرضي بالصلاة والدين والقرآن وحيخلوني انتحر مش بس اكتاب مش قادر يا الله مش قادر حاسس حالي طفل مش ختيار مش عارف شو اعمل مو خايف منهم ولا خايف اتطاوش معهم بس خايف اخسرهم بحس الموضوع كأنني ب مو عارف أقرر اطلع منها و خايف اخسرهم عشان مصلحتي وانانيتي لقدام معاهم فلوس ل الله وبدي أستفيد من راحة البال اللي بتيجي من موضوع انني ما اقلق من الفلوس مش عارف شو اعمل عنجد كثير تعبان عندي شغلين و يدوب عندي وقت و فوق كل هاد فوق راسي بدهم اياني اعيط واستغفر ل هلوسات بيدوفيلي من الف واربعمية سنة,sadness
644,ضايعة وثقتي منكسرة وأعاني اكتئاب بعد موقف صعب السلام عليكم، أنا حالتي صعبة جدًا حاليًا وحاسة إني ضايعة. في نهاية صار لي موقف أثر فيني كثير وخلاّني بعيد عن أهلي أكثر. من بعدها حسيت إن في شي غلط جواي، وكنت أبكي طول الوقت. أحيانًا أحس إني بخير، لكن يرجع نفس الشعور ويكون أقوى. ثقتي في الناس نزلت بشكل كبير، وهذا زاد من صعوبتي. أفكر كثير في الناس اللي سببوا لي هذا الألم، وأقول حسبي الله ونعم الوكيل عليهم. صعب علي أتجاوز هالشي وأنا مجروحة كذا. أنا أحتاج دعواتكم ودعمكم، وإذا حد فيكم مر بمواقف مشابهة، كيف تجاوزتوا وكيف قدرتوا ترجعوا ثقتكم في نفسكم والناس؟ شكرًا لأنكم قريتوا قصتي، وأي كلمة طيبة أو نصيحة تريحني,sadness
645,ازاي الواحد يتعامل مع اكتئاب الشتاء اللي في اوروبا؟ هل الفيتامين ممكن تساعد فعلا؟,sadness
646,ما تحسون الانستا يجيب اكتئاب ويأثر على النفسية؟ كل مرة ادخل بيها للانستا واقلب بالريلز واقرأ التعليقات تلعب نفسي والمشكلة نفسيتي تتأثر بشكل سلبي جداً يعني الانستا مسيطرين عليه العراقيين اكثر شي كمنشورات واكثر الأشخاص يستخدمونه والاكسبلور كله عراقي وهالشي مقرف لان المحتوى العراقي على السوشل ميديا عبارة عن ميمز او شتائم وعنصرية وطائفية او البيجات إلي تحب القيل والقال والفضائح أو وحدة مسوية بيج والناس يدزولها مشاكلهم يعني قرف مو طبيعي عن نفسي اشوف نفسيتي تكون بأفضل حال لما استخدم تيك توك مثلاً هذا غير ان الناس على تيك توك ممكن تكون عقليتهم افضل من مستخدمي الانستا من حيث عقليتهم وعندهم شوية تفتح عقلي لذلك صار الانستا من البرامج إلي اكرهها وما استخدمه غير لما اطلب من البيجات ومن بعدها امسحه او أهمله لان اني لا من النوع إلي ينشر ستوريات ولا حتى عندي اصدقاء واحچي وياهم على الانستا ، عقلية العراقيين وتخلفهم وتعليقاتهم على انستا تخليني انقرف اكثر واكثر بحيث ما اتمنى غير اخلص من هالمجتمع وهالبلد واهج ما اكدر اتقبل اني عايشة بنص هيج عقليات وبنص هيج تخلف وقرف,sadness
647,كيف الحياه بدون اكتئاب؟ كيف الشعور؟,sadness
648,اكتئاب انا حاليا بمر بفترة اكتئاب مجهوله الاسباب,sadness
