id,content,label
319,تبغون تتزوجون عن حب ولا تقليدي؟ وايش تتوقعون الي حيصير,neutral
"320,""تقليدي أم عن حب؟ ملاحظ أن الوضع تحول إلى أحزاب, حزب التقليدي ينقد على الحب وحزب الحب ينقد على التقليدي, وكل واحد يقول طريقة الثاني فخ. كون أن عندك حالة حالتين سلبيات لا يعني أن السلب راح ينطبق على باقي الحالات اللي من نفس النوع. كل حالة فريدة من نوعها, خصوصا فيما يتعلق بالزواج لأن المتغيرات والمؤثرات لا تحصى فمب من الإنصاف أننا نربط نجاحه أو فشله بكيفية حدوثه. ما تبغي عن حب لا تحب, بس ما يمنع ترتبط بعد معرفة وتواصل. ما تبغي تقليدي لا تقلد, بس الحب مب بالضرورة يسبق الزواج عشان ينجح, والمشاعر أحيانا تطغى على العقل. الوسطية زينة خصوصا في أمر مصيري مثل الزواج. . في نفس السياق عندي تعقيب. قريت لبعض المشاركين أنهم يرون أن أمور مثل سمعة البيت والالتزام الظاهري هي المعيار الأول والوحيد وجهة نظر شائعة. الأول ما نختلف عليه, لكن كونه الوحيد أحيانا لا يكفي والتثبت مطلوب. أعرف بيت, الأب والأم يضرب بهم المثل في الالتزام والأخلاق, الابناء معروفين بالالتزام وحسن الخلق, محترمين وسمعتهم طيبة جدا. هذا ظاهريًا. في الحقيقة أحد الأبناء ملحد التزامه تمثيل عسب يتجنب المشاكل, طبعا الأب والأم ما يدرون. نعم يوجد حديث فاظفر بذات الدين وحديث من ترضون دينه وخلقه, الحث على الاهتمام بالدين لا يعني أن أقاويل الناس هي الطريقة الوحيدة للتثبت من دين الشخص وأيضا لا يعني اهمال باقي الجوانب, كون الدين معيار أولي لا يعني أنه الوحيد. الزواج أكثر أنواع العلاقات الاحتماعية تعقيدا وقد يكون الطرفين صالحين دينا وخلقا و يحصل انفصال بسبب عدم وفاق في الطبائع أو أسلوب الحياة أو القيم أو التوجه أو حتى عدم القبول."",neutral"
321,حب النودز عندي حاجة غريبة بس بحبها جدآ بحب اصور نفسي ملط كتيييير يعني في كذا بوز و كده ممكن مره لسه صاحي مره راجع من بره اي حاجة و مره في لوكر رووم لوحدي مش عارف ليه و في الاغلب لما برجع اتفرج علي الفيديو او الصور بهيج و بحس اوف جامد اوي حد فاهم ؟,neutral
322,اشفق على اللي عنده حب تنافسيه عالي والله يا اني اشفق عليه وأرحمه فعلا مسكين الله لا يبلانا ترا اللي كذا تلقونه اكثر شخص مهزووووز من داخل حتى لو بانت شخصيته قوية تراه هش بشكل لا يوصف وتقدر تكسر كيانه وتزعزع امانه بكم كلمة توصف جروحه الله لا يبتلينا,neutral
323,حبمجرد طفولة هل تؤمن بحب الطفولة؟ لو تقدم لك حب الطفولة بتقبلين ؟ وانت يارجل هل ستتقدم لحب الطفولة ؟,neutral
""
325,هتصدقو لو قولت ان تايلر آخر مره حب واحده كان من تلت سنين ؟,neutral
326,حب أعمى انا جاي ونزلت قبل كدا اني بفكر أبعد ..... انا مرتبط من مده بواحد وهو شخصيه محترمه جدا جدا وبيصلى وبيساعدني على الصلاه ف وقتها ولو عددت ف محاسنه مش هخلص المهم انه بدأ يقولي انا مدايق انا بقيت بفكر ف النهاية ... انا ضميري الديني بيكلمني وفي جوايا حرب ومش عارف أعمل اي انا كلمته وقتها ورديت بكلام يشجعه ويشجعني على اننا نبدأ خطوات ف البعد عن الحرام وكدا لكن انا حالا منهار ومرعوب من كلامي وكلامه بجد مش عارف هقدر اخد الخطوه دي ازاي,neutral
327,حب خواتنا المسيحيين لينا من فترة كنت نزلت بوست اللي هو اول بوست ليا خالص لو حد حابب يقراه عشان يفهمني كنت بقول ان المسيحيين واخدين حقهم بزيادة ف البلد و فوق كل ده حاسين بالاضطهاد و مبيحبوناش و بيرسموا علينا الحب المزيف و اتهاجمت من ناس مغيبة و مفكرين الحياة بمبى بس مع المواقف النوايا بتبان و هوريكم دليل ع كلامي بخصوص حادثة اغتصاب الطفل يس من عجوز مسيحي ٨٠ سنه و اتسترت عليه مديىة المدرسة الابلة المسيحية و هوريكم التعليقات ب لينك البوست ف كومنت لوحده و شوفوا خواتنا بيفكروا فيكم ازاي او لا مش فيكم دول بيفكروا ف طفل صغير ازاي و حاولوا تتخيلوا ان الحادثة دي ف مدرسة ازهرية ده غير ان المساوحة ب مطلعين اننا سبب الاغتصاب و التحرش و الكلام ده,neutral
328,عايز اقول كتير بجد في حب الديسكورد ...,neutral
329,حب الرجالة عندي اسأله كتير عشان شاكه ان حد معجب بيا بس معنديش دلائل كافيه و كل حاجة بمسكها ك دليل بحس ان هو بيحاول يبقى نايس و خلاص و اتوقع اني كلشوية هاجي اسألكم اللي حصل ده نابع من اعجاب ولا عادي ؟ هي الرجاله بتاخد قد ايه لغاية ما تحب و تبدأ تبين ده؟ كم المدة للإتنين؟ هو الراجل لما يعجب بوحدة بيعمل ازاي؟ بيتجنبها ولا بالعكس و لا طبيعي؟ و شكرا,neutral
330,اكولها بكل حزن، هذا الصب عبارة عن مقلب بال ٣ ايام الفاتت الصب ضربه اعصار وعرى هواية من عدنا. ب ٣ بوستات بس، طلعت فد تناقضات مو بس بشعة، لا مخيفة. تناقضات تخليك تفكر شنو حجم الضغط والقرف الي دنعيشه والي تخلينا نصير شخصيتين متناقضتين وحدة للعرض واللخ للغرض؟ بصراحة البوست مال بارحة جان جداً صادم ماكو اي مبرر الواحد ينشر جات خاص. بس الصادم اكثر لمن تشوف شنو مكتوب بالجات وشلون الشخص الي عنده مبدأ معين ويدافع عنه بكل قوته، يتخلى عن مبادئه بأول فرصة ممكن يستفيد منها. البارحة شفت اقسى حقيقة للطبيعة البشرية كدام عيوني. الي صار مو معناه اي طرف صح ١٠٠٪؜ ولا غلط ١٠٠٪؜، احنا عايشين بعالم نسبي ومليان وجهات نظر. الشي المؤسف لمن الشخص يتحول الى نسخة ثانية من نفسه هو نفسه ميعرفها. ما استبعد نهائيا تكون القصة والموعد والطلعة وصديقتها وصاحبها مجرد تأليف من خيال شخص ضايج ما عنده شي يسويه، وحتى جتي لحظة من اللحظات تخيلت ان الي ديتعاركون همة نفس الشخص، بس بعدين حسيت الموضوع مستبعد. الشي الي حسيته واصل للحضيض هو الفشار والغلط بالتعليقات. اعرف احنا بشر مو ملائكة بس لمن الشي الطبيعي تغلط وتسب الشخص الي معاجبك رأيه وطرحه، هنا لازم نوكف شوية. المقلب هو معظم الناس الي موجودين هنا ديحاولون يتحررون بس باقين محتفظين بقاضي صغيروني يطلعوه من جيبهم يحكم حسب مزاجهم وبدون معيار واضح. خلي نصارح نفسنا شلون نكدر نخلص من هذا القاضي الصغيروني الي ديحكم حسب قياساتنا الي ممكن متناسب الاخرين؟ لو كل واحد من عدنا عاجبه يعيش دور الاله؟,sadness
331,حزن ليه بس التكنو الي الها صب حزن وذيقه وغيره وحسد,sadness
332,حقيقي بجد لسة مخلص مانجا بتاعت بيرسيرك و حابب اقول كلمة واحدة ك جريفيث أنا عايش حالة حزن فشخاني,sadness
333,يتم حزن لماذا انت حزين ؟,sadness
334,حسيت قبل كده بضيق ف صدرك و دوخة وضعف ضربات القلب بسبب حزن او حاجه زي كده؟,sadness
335,عايز اغاني سعيدة، كل اللي عندي حزن و ده فشخ نفسيتي,sadness
336,ناقصك حزن؟ قبل ما أبدأ كلامي فأنا ضد متابعة الأفلام والمسلسلات جملة وتفصيلا وأي محتوى تتفيهي لما تحتويه من محرمات ومن مفسدات للضروريات الخمس أنا مستغرب فعلا من الناس الي تتابع فلم أو مسلسل او انمي يعتبر حزين وطابع الانمي كامل كئيب وينكد على الشخص؟ ليه؟ مو اصلا الهدف من متابعة هذي الأشياء هي الترويح على النفس والاستمتاع، سمي هذا المجال بالترفيه لسبب يعني فليش يتابعون هذا الشي؟ طبعا انا ما اتكلم مثلا عن عمل فيه شيء من الحزن او لحظات الضعف للبطل او للشخصيات ككل بالعكس هذا يخلق واقعية نقدر ننتسب لها ونلتمسها، انا اتكلم عن عمل اصلا سووه عشان الكآبة والحزن والسوداوية المحض وزعل نقي من أ شائبة للسعادة؟ ناقصك حزن لعمرك؟ تبغا هم فوق همك يعني؟,sadness
337,يتم حزن علي حسابي القديم عشان التوب ميمبرز,sadness
338,كيف تتجاوز حزن فقد احد ؟ في حال كانت صداقه انتهت أو وفاه شخص عزيز أو فقدان حبيب كيف تجاوزتها,sadness
339,هخخ حزن النت كان فاصل ولما اشتغل فرحت وبعدين افتكرت اني محدش بيكلمني,sadness
340,حزن حزين اوي ومش عارف أعمل اي,sadness
341,حزن شديد فقدت بسبوسي مبارح و حاسة جزء من روحي مات معه، لو سمحتو ازا حدا مر بالموضوع من قبل احكولي كيف اتعامل لأني والله مو مستحملة فراقه ٩ سنين كان عندي !! عاش اغلب حياتي معي و والله اني مو قادرة احس غير بوجع و صدمة انه بسبوسي حبيبي و روحي مات فجأة بعرف انهم مرحومين من الله بس يا رب اكون انا ما قصرت معه يا رب اكون رحمت فيه و عيشته حياة حلوة قد ما اقدر,sadness
342,يتم حزن شعور ان البيت بقي فاضي و كله شاف حياته و معنتش فاضل غيرك ده شعور بضين,sadness
343,يتم حزن علشان انا مش مود,sadness
"344,قبل أن تبرد القهوة؛ يتم حزن ...,sadness"
345,هواجيس مع شوي حزن و اكتئاب قد يوم من الأيام حسيتوا انكمتبغو تخلصوا من الحياة بسرعة؟ كذا والله تعبت من الحياة بس ما أبغى أموت، عندي ف أحس اني أبغى أشوف أو أعرف أو أعيش حياتي كلها في ثانية ولا دقيقة ولا يوم واحد و خلاص أروح منها دائما إحساس اللي مافي شي قاعد يظبط ولا في شي قاعد يتصلّح و لسا باقي وقت طويل لين أوصل للجزء الممتع من الحياة بس بعدين ارجع أفكّر..يمكن مافي جزء ممتع في الحياة هي كذا بس كلها تطلع و تنزل و مرات تطول و هي نازلة بس ليش ما تطول و هي فوق؟ مدري لو فهمتو ايش قصدي ب فوق و تحت بس تحت هي الأيام الحزينة أو عادية في أفضل تقدير بينما فوق هي الأيام اللي فيها هدف و شغف و رغبة بالحياة المشكلة الأكبر لما يكون عندك مشاكل و تعرف حلها بس ما تقدر تحلهاأو الحل المعروف اللي ينفع مع أغلب الناس مو قاعد يظبط معاك، ف هنا ايش الحل طيب؟ ما أعتقد في أحد يقدر يساعدني غير رب العالمين لأنه حتى أدوية و معالجين جربت ولا فيها الفائدة اللي توقعتها و مشكلة ثانية لما أشوف اني أنا سبب انه مو قاعدين يفيدونيالزبدة ادعولي لوسمحتوا,sadness
346,حيرة و حزن و شتات تكاثرت الظباء على خراشٍ فما يدري خراش ما يصيدُ,sadness
347,إلى أين ياخذ بي حزن الفقد مالكم بالطويلة أبوي عساه جنات النعيم توفى من سبع سنوات ومن فترة طويلة قررت أكمل حياتي لأن وضعي بعده متاكدة بيزعله توقفت عن البكاء لأن تعبت وهو بيزعله ولكن الحزن من جوا ياكلني اكل عليه جرح وفاته عجز يبرى كانه اليوم رايح أسال اي احد توفى له فرد عائلة درجة أولى من فترة طويلة هل رح يستمر جرح الفقد يستنزفني ؟,sadness
348,حزن محزن بكيت اليوم وانا راجعه مع اوبر للمعلوميه اخر مره بكيت قدام احد وانا عمري سنواتوهو شايب يسووووولف ما يسكت وقلت له ممكن تسكت ووقت نزلني ارسل لي الله يطمن قلبك يابنتي ودعواتالله يسامحني بس ندمت على التسكيت,sadness
349,هواجيس مع شوي حزن و اكتئاب,sadness
350,كفى حزن يا ولدي نفترض ان چيسي مسح اكونته مع ان دي حاجة مستحيلة في الوقت ده بس نفترض يعني اعتقد انه لو رجع تاني ولقى الصب اتحسن هيبقى مبسوط، والعكس انه لو رجع ولقى الصب بقا وحش هيزعل جداً ف انا فكرت شويتين كده وقررت اننا هنرجع ننزل زي الاول واحسن من الاول كمان كله لاجل چيسي والناس المحترمة اللي هنا اللي تستاهل محتوى حلو وصب جميل هنرجع الفعاليات تاني وهنحتفل بالالف ميمبر وفي نفس الوقت هنحاول نجيب اي سوشيال لچيسي عشان يفرح معانا عشان ده معانا من اول الصب مع تحياتي، تود,sadness
351,حزن اهلي انفصلو لما كان عمري ٤ او ٥ مش متذكر ضليت عايش عند امي لحد ما صار عمري ١٤ ما بعرف شو خطرلي تا قررت اعيش عند ابوي هسا عمري ١٨ بشتغل مع ابوي بسوبر ماركت النا قبل شوي كان يبهدلني مشان شغله ما سويتهامش متذكر انه قلي اصلا وهو ببهدل صار يقلي يعني ما بدك تشتغل؟ قلتله بكل عفويه لا وبلش يتندم انه رباني وصار يحكي انه ترباية النسوان ما بتربي زلم والخخخخخ من الحكي هاذ هو بس بده يشغلني عنده علما اني ما بعطيني راتب بحجه انه هاي رزقتي وممنوع اشتغل عند حدا هسا بخطط انه ارجع عند امي هو انا من زمان مخطط بس اباشي اللي بمنعني هو انه ما عندي مصدر دخل ثابت وبديش اخرب علاقتي بأبي قلي اذا رجعت عند امك رح أتبرئ منك ومحتار وقرفات ولسا مش مبلش دراسه لانه بدي اعيد عالتكميلي مشان افوت الجامعه واشي بقرف وهو مفكر انه الاب المثالي ما بعرف كيف وبكذب علي بس بفكر اني ما بعرف مفكرني مفكره الصادق الأمين وبحكي مع وحده غريبه ومفكرني ما بعرف نداري بدي اعرف شو اسوي وبدي مواساه او اي اشي يحفزني اني اكمل وشكرا عوقتكم,sadness
352,حزن عارفين لما كل لحظة سعيدة في حياتكم شخص معين لازم يعكننها عليكم,sadness
353,يتم حزن علي ما مضي و مشاعر سلبية,sadness
354,حصل موقف من كام ساعة اتعاركت مع اهلي وقولت اني ماشي وسيابهم المهم الجو قلب حزن وانا نازل ستس كانت موجود عندنا مسكتني وفضلت تعيط وانا بصراحه اتأثرت وعيطت بس امي فضلت تشتمني وتلعني وتقولي ان خلفتك زبالة مش هي جاحدة ولا في حاجه غلط مش هينفع اقول سبب الموقف الصدامي دا بس هو بسبب حد تاني من قرايبنا,sadness
355,حزن لا أعلم لماذا حزين، انا حزين حقا وبشده. هل ذلك من متاعب الحياه. ام ذلك من الأشخاص الذين في حياتي. لم أعد كما كنت، انا الذي كان لا يهتز قلبه من شعور، الآن أصبحت حزين وبشده لم اعهده من قبل. إذا هناك شخص يقدر عاي مساعدتي فأهلا بك كلي آذان صاغيه,sadness
356,وش بيت الشعر اللي اذا مر عليك تحس بإحساس قائله؟ حزنفرحإلخ,sadness
357,فيني حزن فظيع ماعرف ايش اسوي للامانة اتمنى اني انام ولا اقوم ادعو ليا,sadness
358,حزن توفت وحده ماقابلتها يمكن اكثر من ١٥ سنة هي كبيرة في سنها لكن والله حزنت حزن عميق لما سمعت انها توفت أول يوم برمضان الله يرحمها ويجعلها في جنات النعيم تقطع قلبي عليها.. وضعها كان يحزن ياناس كانت ماتسمع ولاتتكلم، وبسن الخمسينات يمكن فقدت بصرها تزوجت سنة وتوفى زوجها وما انجبت ماكان عندها بيت ياوجدي عنها كانت تتنقل بين بيوت اخوانها وكانت تلقى مضايقات من الحريم وسوالفهم لين اختها اخذتها عندها اللي قطع قلبي ان ما حضر دفنها وعزاها احد كثير وماعندها لا ابناء ولا اقراب يدعون لها ويترحمون عليها أرجوكم اذكروها بدعوة وكل ميت ماعنده احد يدعي له ويترحم عليه,sadness
359,حزن مش عارفه ليه بالرغم من ان كان زمان فيه مشاكل بيننا وبين بابا مدتها ييجي سنه اختي الي هي بنته بقيت ف كليه وبنحاول نخليها تتعامل مع الناس فا عاوزينه هو يشوفلها شغلهو بيتعامل مع ناس كتير وكمان عشان تكون تحت رعايته كان بيكلمها امبارح ومش عارفه قالها اي بس قالت قالها كلمه مش كويسه المهم انه زعلها اوي مش فاهمه ليه يعني لما عيالك يحتاجوك ف اقل حاجه تعمل كده يعني انت اصلا متخلي عنهم من زمان هو متجوز واحده تاني بقاله سنه ممكن كلامي مش مفوهم او متلغبط او فيه معلومات ناقصه بس مش مشكله بتكلم وخلاص,sadness
360,الشباب اللي رشحولي المرة اللي فاتت جي أقولكم انهارده كان الجزء النظري من المادة وكان من الأسوأ في حياتي برده اقترحوا حاجة فيها نجاح وتحقيق الهدف بعد الفشل كده كفاية حزن في الواقع مش هتبقى في المواقع كمان,sadness
361,حزن غير مبرر حد قبل كده جه عليه وقت انو حاسس انو حزين من غير سبب يعني انا حاسس اني مخنوق فشخ مع اني بصلي و بقرا ورد القران بتاعي و بنزل الجيم مش عارف حاسس اني حزين و مخنوق اوي لو حد مر بالموضوع يفيدني,sadness
362,الواحد لمن ينصح ناس ما يعرفهم ويُردوه يحزن، فكيف كان حزن الانبياء الذين دعوا اهلهم وابناءهم وآباءهم يا بني اركب معنا ولا تكن مع الكافرين ،قال سآوي الى جبل يعصمني من الماء قال لا عاصم اليوم من امر الله الا من رحم يا أبت اني قد جاءني من العلم مالم يأتك فاتبعني اهدك صراطًا سويا، يا أبت لا تعبد الشيطان ان الشيطان كان للرحمن عصيّا، يا ابت اني اخاف أن يمسك عذاب من الرحمن فتكون للشيطان وليّا قال سلام عليكم سأستغفر لك ربي إنه كان بي حفيّا قيل ادخل الجنة قال يا ليت قومي يعلمون، بما غفر لي ربي وجعلني من المُكرمين يا حسرة على العباد,sadness
363,حزن بيجلكو فتره كدا بعد م ب تسيبو حد في مرحله الموف اون مش عاوزين حتي ت ماستربيت علشان غالبا الفعل دا بقا مرتبط بيه بشكل ما يعني انا حتي مكنتش بكلمه وانا بعمل كدا ولا اي حاجه بس ساعات كنت بفكر فيه يعني دلوقتي الموضوع بيكأبني بطريقه مش طبيعيه مره عيطت,sadness
364,حاسس بفراغ مبقتش احس بمشاعر حزن ولا زعل ولا فرحة ملحوظة أنا عندي صدمة نفسية مريت بموقف صعب قبل كده مسببلي صدمة نفسية من ساعتها مش عارف افرح ولا أعزل ولا عارف احب حاسس بفراغ مفيش حاجة معنديش هدف عايش له لو حد طلع من حياتي مش بزعل,sadness
365,حزن وقلق ومهتمه بمعرفة تجاربكم انا بنت وعندي اربع اخوات قبلي وما عندي اخوان، تربيتنا بالبيت كانت مسؤولية تامه على امي على الرغم من وجود ابوي الله يحفظه، بس ابوي مو متحمل المسؤولية وكل ما يمر الزمن يخلي المسؤولية اكثر، ابوي انسان جدا عصبي ويرمي كلام وسب وبس ولما نحتاجه ما يوقف معانا اغلب الاوقات وانا ما اكرهه لهالموضوع ابد على الرغم من كرهي لافعاله بس هو مو حاس بالنعمة اللي هي فيها ان عنده بنات وزوجة جدًا طيبه وتخاف الله وتحبه بما ان ابوي جاف وقاسي فأمي كانت دايما تحاول تلبي احتياجات اخواتي بشتى الطرق سواء المادية او العاطفية من وإلى، ما اعرف خواتي وش عاشوا لاني اصغر وحده بس كانو دايما يقولوا ان قاسوا بالحياة بسبب طبايع ابوي وانا من وعيت على الدنيا دايما مشاكل وصراخ وشتيمه وقلق بالبيت، وانا متعلقه جدا بأمي ومن هنا تبدا القصة من شدة تعلقي بأمي من وانا بالابتدائي عمري ممكن سبعه سنوات كنت اذا ابوي يهاوش امي انا اقوم افزع واعصب واتصل بخالي من تلفون البيت واقول له تعالي ابوي مزعل امي كنت دايما احاول اصلح الوضع بينهم واتحمل مسؤولية اشياء اكبر من عمري عشان امي ما تتضايق على الرغم من ان امي ما طلبتني هالشي! كبرت وكبر هالطبع فيني وصرت اسويه مع كل الناس وخاصة خواتي، خواتي تزوجوا بعمر جدا صغير ما اعرف هل هربا من الحياة بالبيت بس للاسف ولا وحده توفقت بزواجها حياتهم كلها مشاكل وكأنهم يعيدون سناريو امي وابوي، يعني الوضع بالبيت جدا تعيس ونكد لان حتى بالجمعات الكل بس بتحلطم عن حياته. انا هالفتره صارت مشكلة جدا كبيره لوحده من خواتي مع زوجها وبنتهم والمشكلة جدا جدا كبيره وصدمه كانت علي، ومنها بديت افقد السيطرة على نفسي وصرت من اسمع مشاكل احد اغرق فيها وادخل بنوبات هلع وتفكير بشكل مخيف لدرجة ما اقدر اكل ولا انام، عرفت ان انا انهرت بسبب انّي دايما اغرق نفسي بمشاكل غيري بس مو عارفه كيف ما اربط حياتي بسعادة اهلي! حاولت احل مشاكلهم ما انحلت، حاولت احقرهم واطنش برضو مخي يظل عالق معاهم واحس اذا هم مو سعيدين كيف انا اصير سعيده، حتى لو ان الفرص مفتوحه قدامي يظل شعور الذنب عندي والتحسر عليهم! حاولت اهرب من الوضع بالبيت بشتى الطرق بس خلاص هذي حياتي مكتوبه علي لين استلسمت وقلت بتقبل الوضع اللي انا فيه، كنت ماخده دور المحامي والام والاب والصديق لكل افراد العيله لين خلصت طاقتي. لما جلست مع نفسي وقعدت احاول واتخيل اسوأ السناريوهات لو صارت، اكتشفت ان انا مو خايفه من السناريوهات نفسها تصير كثر ما انّي خايفه على تأثير السناريوهات هذي لو صارت على امي، يعني انا كنت اتحمل واحل المشاكل حق خواتي بيني وبينهم بس عشان لا توصل لأمي وتتضايق، كنت حتى اقولهم لا تقولوا لامي مشاكلكم قولوا لي انا، وشاعات احس بتأنيب الضمير لان هم مالهم غير امهم يفزع لهم ويسمعهم بس انا بالمقابل احاول احميها. يعني مهما حاولت اقوي نفسي واقول مالي دخل بمشاكل خواتي وانا احلهم لاني احبهم ارجع لنفس نقطة ان اوكي هذي حياة خواتي مالي دخل فيها بس لو صار كذا وش بيصير لأمي خلاص التفكير فارط عندي والقلق مو طبيعي يعني اي خطوه اخطيها او اي شي اسويه تلاحقني هذي الافكار، ولا مشكلة انا احاتيها هي مشكلتي او تخصني بس انا غرقت نفسي وبنفسي ومو عارفه اطلع ومو عارفه كيف اقتنع بدون احساس الذنب ان اعيش حياتي طبيعي لان حياتي اعتفست ناهيك عن ان انا اساسا عندي اكتئاب وقلق ونوبات هلع، يعني طاقتي احتاجها حتى لو كانت بالحد الادنى خوفي على امي من احداث الدنيا مو طبيعي واقعد افسر كل نفس لها وكل تنهيده على انها انهيار وهو بالاساس انا منهاره فأشوفها كذا واشوف كل الناس حسب احساسي انا، وكل شوي اسالها ماما انتي متضايقه انت فيك شي خلاص تعبت حتى بديت اكره البيت واكره قعدات خواتي لان بس مشاكل وابتلاءات ما تنحل وامي تتضايق وبش تحاتي ادري ما اقدر احمي امي من كل شي بش تعبتتتتتتتتتت من انّي اسوي الشي غصب عني ولا ما ارتاح وكأن بس هذا الشي اللي اعرف اسويه,sadness
366,حزن بجد لو حد حابب يتكلم عشان الواحد عايز يتكلم مع حد بجد و متعكنن,sadness
367,حزن يا اخي حلو ؟لو حد شاف خطأ املائي أو طريقه احسن بيها يقولي,sadness
368,اعتذر لاخواتي الكوينز كانت لحظة غضب و حزن و فرحة و زعل,anger
369,في حاجة جواك مش عارف توصفها؟ مش عارف هي حزن؟ ندم؟ ملل؟ توتر؟ في حاجة جواك مش عارف توصفها؟ مش عارف هي حزن؟ ندم؟ ملل؟ توتر؟ جرّب تحطها في كلام حتى لو مش مترتبة حتى لو مفككة حتى لو بتحس إنك بتخرف بس اكتب. هنا مفيش حد هيقولك مالك؟ ويعدّي.,sadness
370,قصه قصيره حزينه اخر حزن مش هطول عليك بس انا بستخدم وكنت شغال عادي كدا من ساعتين والكهرباء قطعت والجهاز كان شغال المهم جاي افتح الجهاز اختار الكيرنال مش راضي يقلع نهائيا بقالي ساعتين بحاول اصلح الموضوع دا مفيش فايده انا زعلان ان الكهرباء بتقطع بشكل مفاجئ وفوق كل دا بقالي ٣ اسابيع بعمله كل دا راح في ثانيه بجد انا حزين جدا,sadness
371,حزن عاوز اتعرف على ناس جديدة ولا عندى صحاب ولا اى حاجة ساعات بحس انى لوحدى واتبضن حرفيا,sadness
372,وتخش تقولها شايف في عنيكي حزن,sadness
373,شيرين حزن شيرين بتقلب علينا المواجع,sadness
374,تحميل رواية حزن الملائكة,sadness
375,حزن صاحبي بالشغل، الي هو صاحبي من الشغل الماضي، الي هو بروح معي كل يوم، الي هو معي بالتيم، الي هو بطلع معنا كل اسبوع مع الشباب، الي انا وهو مسجلين جيم سوا، رح يستقيل من الشركة هذا الشهر ورح يصير دوامه عكس دوامي الدوام حيصير ممل,sadness
376,اكتشفت متأخر إن مساعدتنا لأبويكانت تجرحه ما تفرحه احنا ٤ خوات موظفات وامي كانت تجي تقول لنا لاتشترو اغراض البيت ترى ابوكم يزعل وتقول خبو الاكياس اقلها لا تخلوه يشوف في داخلي كنت احسها تبالغ يعني، وانه المفروض بالعكس يفرح لاننا خلاص صرنا نساعده واللي تجيب اثاث واللي تعبي بانزين السيارة واللي تجيب اغراض السوبر ماركت تعتبر اشياء بسيطة الى ان مرض ابوي الله يشفيه ويطول بعمره واعطى امي بطاقة الصراف حقته طبعا كل وحدة عندها راتب وحتى امي معلمة متقاعدة فما استخدمناها ابداً المهم طلع بعد شهرين بعد جلسة كيماوي مرهقة اول شي قال لنا ليش ما استخدمتو بطاقتي بنبرة كلها حزن وطلب من اخوي يوديه السوبر ماركت وجاب كممية اغراض استوعبت وقتها انه اللي احنا نحسب انه مساعدة وتخفيف كان يعطيه شعور انه احنا مو محتاجينك صرت الان اذا بروح اجيب شي للبيت اخلي الكاشير يقسم الفاتورة احاسب جزء ببطاقة الوالد والباقي من عندي عشان نوازن بين فكرة المساعدة وبنفس الوقت قدامه كانه هو اللي جابها الزبدة انا على قد ما انه امي كانت تحذرنا وتقول ترى هذي متعة بالنسبة له انه يجيب احتاج البيت بس ما توقعتها شي بهذا العمق اصلا لما كان في المستشفى كان يفكر في مين بيجيب لنا العشا مو كل مساعدة تُعتبر لطف أحياناً تسحب من الشخص شعوره بقيمته,sadness
377,هم؟ حزن؟ غم؟ حيرة وضياع؟ خوف وتوتر؟ ماتدري وين تروح وش تسوي؟ جفاف روحي؟ تعال السلام عليكم ورحمة الله وبركاته لن أكثر الكلام، أنصحكم بهذه المقاطع فوالله أن فيها خير عظيم وأنصح بعدم تأجيلها، وأيضا أنصح بتطبيق مايقوله الدكتور قدر المستطاع فالعلم بلا عمل لا ينفع المقاطع من سلسلة تربويات للدكتور أحمد عبد المنعم فادخلوا قائمة التشغيل باليوتيوب واختاروا حسب العنوان الي يجذبكم وهذه بعض الاقتراحات .أجوف .ترميم النفس .القلب السليم .متتالية الفراغ .النظر إلى السماء .وألجات ظهري إليك وغيرها الرابط .. بارك الله فيكم وشرح صدوركم ويسر أموركم,sadness
378,وفاة الفنان حسن يوسف و مصطفى فهمي. مصر تودع احدي نجومها في حزن كبير . . . .,sadness
379,وفاة الفنان حسن يوسف و مصطفى فهمي. مصر تودع احدي نجومها في حزن كبير . . . .,sadness
380,حزن يبدو اني تعرضت للتجاهل,sadness
381,هم؟ حزن؟ غم؟ حيرة وضياع؟ خوف وتوتر؟ ماتدري وين تروح وش تسوي؟ جفاف روحي؟ تعال السلام عليكم ورحمة الله وبركاته لن أكثر الكلام، أنصحكم بهذه المقاطع فوالله أن فيها خير عظيم وأنصح بعدم تأجيلها، وأيضا أنصح بتطبيق مايقوله الدكتور قدر المستطاع فالعلم بلا عمل لا ينفع المقاطع من سلسلة تربويات للدكتور أحمد عبد المنعم فادخلوا قائمة التشغيل باليوتيوب واختاروا حسب العنوان الي يجذبكم وهذه بعض الاقتراحات .أجوف .ترميم النفس .القلب السليم .متتالية الفراغ .النظر إلى السماء .وألجات ظهري إليك وغيرها الرابط ..,sadness
382,فيني حزن احتاج اخصائيه نفسي,sadness
383,خالص التعازي لاهلنا في المغرب. المصريين في حزن عميق لاجلكم. ربنا يرحك من مات ويصبر اهبهم ويعجل بشفاء المصابين جميعا.,sadness
384,وهل العالم في حفلة حزن كبيرة,sadness
385,عبد الباسط حمودة جوايا حزن,sadness
386,عبد الباسط حمودة جوايا حزن,sadness
